 VARIABLES  =  "X"  "temp"  "u"  "rho"  "N2" "H2" "H" "O2" "O" "H2O" "OH" "H2O2" "HO2" "CO" "CO2" "CH4" "CH3" "CH2" "CH2(S)" "C" "CH" "CH3OH" "CH3O" "CH2OH" "CH2O" "HCO" "CHOp" "H3Op" "O2n" "E"
 ZONE  I=811  FORMAT=POINT  SPECFORMAT=MOLE 
0.0 298.0 36.19131991213241 0.0011300609018166086 0.7148288973384025 7.953374509927169e-16 1.627167398838387e-17 0.19011406844106446 1.0549340972049298e-19 -3.897944471544767e-18 -3.278498991840155e-17 -2.0454861875405832e-21 2.5908697184723157e-18 1.3796723916845897e-19 1.6087798696172113e-18 0.09505703422053223 -6.523462289348796e-18 7.287151533223305e-19 2.699022497470315e-31 6.055116546395224e-19 -6.808639702570474e-32 -1.984981384094274e-20 -7.149788867671059e-30 -8.93853751277633e-40 -1.0074544131516287e-19 1.2310765265868628e-24 1.9041142790884244e-25 -4.469436393258656e-21 3.529128033455218e-18 3.2977006507105015e-17
0.05 298.00000000000017 36.191319912132485 0.0011300609018166062 0.714828897338401 2.6613481084217604e-15 3.520561226832877e-21 0.19011406844106404 6.977819551337344e-19 -3.542702076109119e-17 -1.620726087517283e-18 -2.0122813162934108e-20 2.533370914042878e-17 1.3518563328286073e-18 1.7576925238196682e-18 0.09505703422053209 -3.804964652137004e-17 6.990459864971671e-23 2.421938269852699e-30 1.2543746265444325e-24 -6.242836222564235e-35 -1.9849813818495535e-20 -9.143428875095402e-29 -1.1476638968203923e-38 -1.0091502687632861e-19 1.551541289443349e-23 1.9091612448199526e-25 -4.469431831340826e-21 3.4230977788680616e-17 5.004546553897448e-22
0.15 298.00000000000017 36.19131991213305 0.0011300609018165886 0.7148288973383892 1.9527401168218496e-14 3.491803534192565e-25 0.1901140684410609 6.789816558510269e-19 -3.702612737158928e-17 -4.036303968788186e-20 -5.623344191399222e-20 2.5410703679411755e-17 1.351929379284708e-18 1.7577067282217025e-18 0.09505703422053041 -3.962987786013658e-17 3.2880658884098836e-27 1.1602548977046004e-34 1.2665018187868357e-30 -6.374326147982673e-37 -1.9849813782017685e-20 -1.010281748847927e-28 5.862475321171062e-39 -1.012544342446943e-19 9.283285653995191e-28 1.9143402694206155e-25 -4.469427015676902e-21 3.423144694662072e-17 5.127134478100564e-24
0.25 298.00000000000017 36.19131991213626 0.0011300609018164882 0.7148288973383207 1.1553529472549758e-13 3.3985316825445904e-29 0.1901140684410428 6.606928094303434e-19 -3.704879046452562e-17 -5.932045912668915e-22 -9.228715446708675e-20 2.5483719587703582e-17 1.3519320656881462e-18 1.757706731750644e-18 0.09505703422052085 -3.9634004696139983e-17 1.5365891875400748e-31 8.956473636500355e-37 1.2677148130096545e-36 -6.3708100880011195e-37 -1.9849813687986235e-20 -1.0163811118942865e-28 5.8103471435474586e-39 -1.0159386150348343e-19 4.592364354250438e-32 1.9144546980132e-25 -4.469422300173401e-21 3.423144688273366e-17 5.125092259030752e-24
0.375 298.00000000000017 36.191319912161475 0.0011300609018157007 0.7148288973377841 8.690678317214889e-13 4.133278895334226e-31 0.19011406844090095 6.385919420340542e-19 -3.702581963663107e-17 3.9050026961361556e-22 -1.3465741689330309e-19 2.5575869265172115e-17 1.3520015933441337e-18 1.75770677457817e-18 0.0950570342204458 -3.959090753949262e-17 3.1632557451001143e-35 1.1936002583550163e-36 1.0080764640875965e-42 -6.387149576516515e-37 -1.98498114486342e-20 -1.0194627619414682e-28 5.642500059241078e-39 -1.020176820507484e-19 1.884668303084785e-36 1.9070203809070663e-25 -4.4694064457009e-21 3.42314468020139e-17 5.138243366442783e-24
0.5 298.00000000000017 36.191319912334635 0.001130060901810294 0.7148288973340999 6.0424216274571995e-12 4.0001091024330605e-31 0.19011406843992704 6.172425986238629e-19 -3.6953623420599804e-17 3.964092934914119e-22 -1.5311391432642521e-19 2.5668931930765204e-17 1.3536002574100853e-18 1.75770800857931e-18 0.09505703421993067 -3.9548166909600875e-17 3.2360764353915907e-35 1.4869695137569827e-36 7.847556264565185e-49 -6.4993296879239375e-37 -1.9849743565381812e-20 -1.0226536579220863e-28 5.486051191099664e-39 -1.0244091387861158e-19 1.4854921585126197e-36 1.892115870104931e-25 -4.469202226789583e-21 3.423144665738822e-17 5.22853022378182e-24
0.75 298.00000000000017 36.191319915727824 0.0011300609017043427 0.714828897261902 1.0742155832812568e-10 3.8095229524307844e-31 0.1901140684208412 5.772548518503391e-19 -3.369410227713609e-17 3.705910439623379e-22 4.983258437921388e-19 2.5858721173287414e-17 1.4622907416214496e-18 1.7578173696604684e-18 0.09505703420983516 -3.9459206168682547e-17 4.4416620566470635e-35 2.0360963249828277e-36 3.054733016372795e-55 -8.69768807164107e-37 -1.9843543371449398e-20 -1.0298545202128835e-28 5.188807634684761e-39 -1.0327406132818049e-19 2.2542411160865416e-36 1.8352338759430766e-25 -4.458342918930909e-21 3.423144501218069e-17 6.997795644686808e-24
0.8750000000000001 298.0000000000006 36.19131993235151 0.0011300609011852744 0.7148288969081975 6.040882173003237e-10 3.801943818318938e-31 0.19011406832733782 5.579468168497501e-19 1.6779064674770996e-17 3.5796779145808717e-22 2.8232898640123266e-18 2.595465860002978e-17 3.309717885904344e-18 1.7602419968665474e-18 0.09505703416037642 -3.927651724384419e-17 5.024396355906195e-35 2.3015437791946763e-36 3.7268400328627036e-59 -1.946779706421096e-36 -1.970190950889374e-20 -1.031746064339959e-28 5.0604503140853366e-39 -1.0343352096609355e-19 -5.819861854262007e-36 1.8000168156987457e-25 -4.311676836051663e-21 3.423143363721894e-17 1.5665372758072367e-23
1.0 298.00000000000927 36.19132004648153 0.001130060897621606 0.71482889447985 4.013937448008079e-09 4.511368535583552e-31 0.1901140676853934 5.393207579116569e-19 1.0875196206125174e-15 3.4638833513575707e-22 1.871426079167522e-17 2.605349207995921e-17 4.5793497082579435e-17 1.8327257249591818e-18 0.09505703382081818 -3.6171449499212844e-17 5.598720525446408e-35 2.5638041437289706e-36 1.5594926965344295e-58 -9.341018506222245e-36 -1.5340780214108222e-20 -9.929817981301653e-29 5.3367004515057046e-39 -9.59554895634674e-20 -6.887279148070052e-35 1.7583878765627975e-25 -1.6193925868579995e-21 3.423136355850437e-17 7.51709895080658e-23
1.125 298.00000000019315 36.19132083005272 0.0011300608731548794 0.7148288778081051 2.7424149210553616e-08 1.440566377969498e-30 0.1901140632781417 5.218789492295441e-19 2.3809975995551206e-14 3.483635733870039e-22 1.285724303926567e-16 2.6197787068707242e-17 1.02275840629857e-15 3.999612658950033e-18 0.09505703148957924 2.915391910969234e-17 6.307137645906399e-35 2.8960145241469548e-36 9.431353446041025e-58 -6.010378312983897e-35 1.189452847901628e-19 -9.429084034887316e-30 9.257995115771981e-39 1.416646733338226e-19 -5.089228161075371e-34 1.7100693989218285e-25 4.780401142732915e-20 3.423105650430447e-17 4.8369219509350525e-22
